Name,Subcategory,Category,Type,IsSoftware,Counts
Marketing Software,Marketing Software,Marketing and Public Relations,Specialized Skill,True,97
Marketing Spending,Marketing Strategy and Techniques,Marketing and Public Relations,Specialized Skill,False,181
Marketing Strategies,Marketing Strategy and Techniques,Marketing and Public Relations,Specialized Skill,False,4487
Marketo,Digital Marketing,Marketing and Public Relations,Specialized Skill,True,351
Markets In Financial Instruments Directive,Financial Regulation,Finance,Specialized Skill,False,576
Marklogic,Data Management,Information Technology,Specialized Skill,True,17
Markov Chain,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,5
Markov Chain Monte Carlo,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,7
Markov Model,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,4
Markup Languages,Other Programming Languages,Information Technology,Specialized Skill,True,24
Marmoset Toolbag,Animation and Game Design,Design,Specialized Skill,True,2
Marshallese Language,Language Competency,Media and Communications,Specialized Skill,False,1
Marshalling,,,Specialized Skill,False,2
Masonry,Concrete and Masonry,Architecture and Construction,Specialized Skill,False,533
Mass Balance,Physics,Science and Research,Specialized Skill,False,62
Mass Communication,Communication,Media and Communications,Specialized Skill,False,12
Mass Customization,Marketing Strategy and Techniques,Marketing and Public Relations,Specialized Skill,False,1
Mass Emails,Digital Marketing,Marketing and Public Relations,Specialized Skill,False,10
Mass Flow Controller,"Engineering, Scientific, and Technical Instruments",Engineering,Specialized Skill,False,2
Mass Media,Promotions and Campaigns,Marketing and Public Relations,Specialized Skill,False,5
Mass Production,Production and Assembly,Manufacturing and Production,Specialized Skill,False,9
Mass Spectrometry,Chemistry,Science and Research,Specialized Skill,False,384
Mass Storage,Data Storage,Information Technology,Specialized Skill,False,8
Mass Torts,Litigation and Civil Justice,"Law, Regulation, and Compliance",Specialized Skill,False,1
Mass Transfer,Chemical and Biomedical Engineering,Engineering,Specialized Skill,False,9
Mass-Casualty Incident,Disaster Management,Public Safety and National Security,Specialized Skill,False,1
MassLynx,Science Software,Science and Research,Specialized Skill,True,12
Massachusetts Comprehensive Assessment Systems,Education Administration,Education and Training,Specialized Skill,False,2
Massachusetts Environmental Policy Act,Environmental Regulations,Environment,Specialized Skill,False,4
Massage,Alternative Therapy,Health Care,Specialized Skill,False,6
Massage Oils And Lotions,Alternative Therapy,Health Care,Specialized Skill,False,2
Massage Therapy Certification,,,Certification,False,1
Mastectomy,Oncology,Health Care,Specialized Skill,False,3
Master Boot Records,Computer Hardware,Information Technology,Specialized Skill,False,9
Master Business Continuity Professional,,,Certification,False,2
Master Craftsman,,,Certification,False,2
Master Data Management,Data Management,Information Technology,Specialized Skill,False,20
Master HVAC License,,,Certification,False,1
Master Of Business Administration (MBA),,,Certification,False,1956
Master Promissory Note,Legal Proceedings,"Law, Regulation, and Compliance",Specialized Skill,False,14
Master Systems,,,Specialized Skill,False,7
Mastercam (CAD/CAM Software),Computer-Aided Manufacturing,Manufacturing and Production,Specialized Skill,True,38
Mastopexy,,,Specialized Skill,False,4
Masts,,,Specialized Skill,False,47
Match Moving,Animation and Game Design,Design,Specialized Skill,False,6
Matcher,,,Specialized Skill,True,1
Material Balance Planning,Process Engineering,Engineering,Specialized Skill,False,13
Material Characterization,Materials Science and Engineering,Engineering,Specialized Skill,False,10
Material Components,Production and Assembly,Manufacturing and Production,Specialized Skill,False,38
Material Design,User Interface and User Experience (UI/UX) Design,Design,Specialized Skill,False,105
Material Failure Theory,Materials Science and Engineering,Engineering,Specialized Skill,False,2
Material Flow Analysis,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,8
Material Flow Management,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,189
Material Handling,Material Handling,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,687
Material Handling Equipment,Material Handling,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,399
Material Management And Accounting System (MMAS),Plant Operations and Management,Manufacturing and Production,Specialized Skill,False,2
Material Physics,Physics,Science and Research,Specialized Skill,False,1
Material Requirements Planning,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,2678
Material Safety Data Sheet,Occupational Health and Safety,"Law, Regulation, and Compliance",Specialized Skill,False,138
Material Selection,Product Development,Manufacturing and Production,Specialized Skill,False,215
Material-UI,User Interface and User Experience (UI/UX) Design,Design,Specialized Skill,True,66
Materialized View,Databases,Information Technology,Specialized Skill,False,9
Materials Databases,Science Software,Science and Research,Specialized Skill,True,10
Materials Engineering,Materials Science and Engineering,Engineering,Specialized Skill,False,198
Materials Management,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,471
Materials Planning,Supply Chain Management,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,378
Materials Processing,Materials Science and Engineering,Engineering,Specialized Skill,False,95
Materials Recovery Facility,Material Handling,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,19
Materials Science,Materials Science and Engineering,Engineering,Specialized Skill,False,719
Materials Studio,,,Specialized Skill,True,2
Materials Technology,Materials Science and Engineering,Engineering,Specialized Skill,False,41
Materials Testing,Materials Science and Engineering,Engineering,Specialized Skill,False,146
Materials Transport,Material Handling,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,209
Materiel,Logistics,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,1
Maternal Child Health,Obstetrics and Gynecology (OBGYN),Health Care,Specialized Skill,False,5
Maternal Health,Obstetrics and Gynecology (OBGYN),Health Care,Specialized Skill,False,7
Maternal-Fetal Medicine,Obstetrics and Gynecology (OBGYN),Health Care,Specialized Skill,False,13
Maternity Hospital,Obstetrics and Gynecology (OBGYN),Health Care,Specialized Skill,False,104
Math Tutoring,Teaching,Education and Training,Specialized Skill,False,17
MathType,Mathematical Software,Analysis,Specialized Skill,True,1
Mathcad,Engineering Software,Engineering,Specialized Skill,True,127
Mathematical Analysis,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,33
Mathematical Economics,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,6
Mathematical Finance,General Finance,Finance,Specialized Skill,False,256
Mathematical Logic,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,2
Mathematical Modeling,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,380
Mathematical Optimization,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,37
Mathematical Physics,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,14
Mathematical Programming,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,True,12
Mathematical Sciences,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,105
Mathematical Software,Mathematical Software,Analysis,Specialized Skill,True,14
Mathematical Statistics,Statistics,Analysis,Specialized Skill,False,8
Mathematics,,,Common Skill,False,38566
Mathematics Education,Teaching,Education and Training,Specialized Skill,False,2007
Matillion,Cloud Solutions,Information Technology,Specialized Skill,True,49
Matplotlib,Data Visualization,Analysis,Specialized Skill,True,66
Matrimonial Laws,Regulation and Legal Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,11
Matrix Algebra,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,1
Matrix Analysis,Data Analysis,Analysis,Specialized Skill,False,1
Matrix Factorization,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,1
Matrix Management,People Management,Business,Specialized Skill,False,981
Matrix Methods (Structural Analysis),,,Specialized Skill,False,1
Matrix Multiplication,,,Specialized Skill,False,1
Matrix-Assisted Laser Desorption/Ionization,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,26
Matte Painting,Art and Illustration,Design,Specialized Skill,False,4
Matterport,Augmented and Virtual Reality (AR/VR),Information Technology,Specialized Skill,False,6
Mature Market,Market Analysis,Marketing and Public Relations,Specialized Skill,False,9
MaxDB,Databases,Information Technology,Specialized Skill,True,4
Maya Embedded Language,Graphic and Visual Design Software,Design,Specialized Skill,False,26
Maynard Operation Sequence Technique (MOST) Certification,,,Certification,False,1
Mbunit,Software Quality Assurance,Information Technology,Specialized Skill,False,1
McAfee Enterprise Security Manager,Cybersecurity,Information Technology,Specialized Skill,True,1
McAfee Epolicy Orchestrator,Systems Administration,Information Technology,Specialized Skill,True,5
McAfee Firewall,Network Security,Information Technology,Specialized Skill,False,1
McAfee Network Security,Network Security,Information Technology,Specialized Skill,False,1
McAfee VirusScan,Malware Protection,Information Technology,Specialized Skill,True,14
Meal Planning And Preparation,Food and Beverage,Hospitality and Food Services,Specialized Skill,False,2588
Meal Service,Food and Beverage,Hospitality and Food Services,Specialized Skill,False,740
Mean Stack,Web Design and Development,Information Technology,Specialized Skill,True,13
Mean Time Between Failures,Engineering Practices,Engineering,Specialized Skill,False,73
Measurement And Signature Intelligence,Intelligence Collection and Analysis,Public Safety and National Security,Specialized Skill,False,3
Measurement Systems Analysis,Manufacturing Design,Manufacturing and Production,Specialized Skill,False,14
Measurement Technique,,,Specialized Skill,False,2
Measurement Uncertainty,,,Specialized Skill,False,13
Meat Cutting,Food Science and Processing,Manufacturing and Production,Specialized Skill,False,34
Meat Products,Food and Beverage,Hospitality and Food Services,Specialized Skill,False,111
Mechanical Aptitude,Personal Attributes,Physical and Inherent Abilities,Common Skill,False,580
Mechanical Assembly,Production and Assembly,Manufacturing and Production,Specialized Skill,False,788
Mechanical Design,Mechanical Engineering,Engineering,Specialized Skill,False,3176
Mechanical Drafting,Drafting and Engineering Design,Engineering,Specialized Skill,False,2
