,Name,Subcategory,Category,Type,IsSoftware,Counts,Green Enhanced Skills,Green Increased Demand,Green New and Emerging
12330,Nucleic Acid Analysis,Genetics,Science and Research,Specialized Skill,False,2,0,1,0
12331,Nucleic Acid Isolation,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,2,0,1,0
12332,Nucleic Acid Sequencing,Genetics,Science and Research,Specialized Skill,False,2,0,2,0
12333,Nucleic Acids,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,107,11,60,5
12334,Nucleotide,"Molecular, Cellular, and Microbiology",Science and Research,Specialized Skill,False,9,0,5,2
12335,Nuix (eDiscovery Software),Legal Support,"Law, Regulation, and Compliance",Specialized Skill,True,23,3,1,4
12336,NumPy,Mathematical Software,Analysis,Specialized Skill,True,333,9,144,86
12337,Numba,Software Development Tools,Information Technology,Specialized Skill,False,6,0,6,0
12338,Number Systems,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,7,3,0,2
12339,Number Theory,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,18,2,3,1
12340,Numeracy,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,16463,1905,1831,1234
12341,Numeral Systems,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,2,0,1,0
12342,Numeric Data Entry,Administrative Support and Clerical Tasks,Administration,Specialized Skill,False,2,0,0,0
12343,Numerical Analysis,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,2508,408,193,402
12344,Numerical Computing,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,4,0,1,2
12345,Numerical Controls,Computer-Aided Manufacturing,Manufacturing and Production,Specialized Skill,False,24,5,17,1
12346,Numerical Linear Algebra,Mathematics and Mathematical Modeling,Analysis,Specialized Skill,False,3,0,0,0
12347,Numerical Weather Prediction,Earth and Space Science,Science and Research,Specialized Skill,False,5,0,3,0
12348,Nunit,Software Quality Assurance,Information Technology,Specialized Skill,True,277,4,198,23
12349,NuoDB,,,Specialized Skill,True,1,0,1,0
12350,Nurse Education,Training Programs,Education and Training,Specialized Skill,False,479,12,6,14
12351,Nurse Practitioner (APRN-CNP),,,Certification,False,2038,27,39,24
12352,Nursing,Nursing and Patient Care,Health Care,Specialized Skill,False,25984,316,408,288
12353,Nursing Administration,Health Care Administration,Health Care,Specialized Skill,False,11,0,1,0
12354,Nursing Assessment,Nursing and Patient Care,Health Care,Specialized Skill,False,151,0,0,0
12355,Nursing Assistance,Medical Support,Health Care,Specialized Skill,False,30,0,0,0
12356,Nursing Care,Health Care Procedure and Regulation,Health Care,Specialized Skill,False,4294,20,9,24
12357,Nursing Diagnosis,Nursing and Patient Care,Health Care,Specialized Skill,False,18,0,0,0
12358,Nursing Home Care,Nursing and Patient Care,Health Care,Specialized Skill,False,136,0,0,1
12359,Nursing Homes,Home Health Care and Assisted Living,Health Care,Specialized Skill,False,745,33,6,14
12360,Nursing Informatics,Clinical Informatics,Health Care,Specialized Skill,False,7,0,4,0
12361,Nursing Interventions Classification,Health Care Procedure and Regulation,Health Care,Specialized Skill,False,171,3,0,0
12362,Nursing Management,Health Care Administration,Health Care,Specialized Skill,False,83,3,0,0
12363,Nursing Practices,Nursing and Patient Care,Health Care,Specialized Skill,False,1086,6,8,6
12364,Nursing Process,Nursing and Patient Care,Health Care,Specialized Skill,False,186,0,0,1
12365,Nursing Research,Medical Science and Research,Science and Research,Specialized Skill,False,77,3,1,0
12366,Nursing Theories,Nursing and Patient Care,Health Care,Specialized Skill,False,138,1,2,2
12367,Nutraceuticals,Alternative Therapy,Health Care,Specialized Skill,False,20,4,8,0
12368,Nutrient Cycling,Ecology,Environment,Specialized Skill,False,1,0,0,0
12369,Nutrient Management,Nutrition and Diet,Health Care,Specialized Skill,False,3,0,1,0
12370,Nutrition Care Plans,Nutrition and Diet,Health Care,Specialized Skill,False,30,0,0,0
12371,Nutrition Counseling,Nutrition and Diet,Health Care,Specialized Skill,False,3,0,0,0
12372,Nutrition Diagnosis,Nutrition and Diet,Health Care,Specialized Skill,False,3,0,0,0
12373,Nutrition Education,Nutrition and Diet,Health Care,Specialized Skill,False,11,0,0,0
12374,Nutrition Intervention,Nutrition and Diet,Health Care,Specialized Skill,False,7,0,0,0
12375,Nutrition Services,Nutrition and Diet,Health Care,Specialized Skill,False,15,0,0,0
12376,Nutritional Analysis,Nutrition and Diet,Health Care,Specialized Skill,False,17,0,0,3
12377,Nutritional Assessment,Nutrition and Diet,Health Care,Specialized Skill,False,37,0,0,0
12378,Nutritional Genomics,Genetics,Science and Research,Specialized Skill,False,1,0,0,0
12379,Nutritional Screening,Nutrition and Diet,Health Care,Specialized Skill,False,5,0,0,0
12380,Nuxt.Js,JavaScript and jQuery,Information Technology,Specialized Skill,True,17,0,12,0
12381,Nvidia CUDA,Computer Science,Information Technology,Specialized Skill,True,83,5,52,12
12382,Nvidia Jetson,Artificial Intelligence and Machine Learning (AI/ML),Information Technology,Specialized Skill,True,3,0,2,1
12383,OAuth,Identity and Access Management,Information Technology,Specialized Skill,True,422,30,229,60
12384,OBD-II (On-Board Diagnostics),Vehicle Repair and Maintenance,"Maintenance, Repair, and Facility Services",Specialized Skill,False,3,1,1,1
12385,OBS Studio,Streaming Media Systems,Media and Communications,Specialized Skill,True,2,0,0,0
12386,OHSAS 18001 Standard,Occupational Health and Safety,"Law, Regulation, and Compliance",Specialized Skill,False,296,52,104,72
12387,OLAP Cube,Business Intelligence Software,Analysis,Specialized Skill,True,10,1,2,6
12388,OLIGO Primer Analysis Software,Bioinformatics,Science and Research,Specialized Skill,True,9,1,7,0
12389,ONESOURCE Indirect Tax (Software),Accounting and Finance Software,Finance,Specialized Skill,True,1,0,0,0
12390,OPITO Banksman Slinging Operations,,,Certification,False,1,0,0,0
12391,OPNET,Networking Software,Information Technology,Specialized Skill,False,2,0,0,1
12392,OSEK,Manufacturing Standards,Manufacturing and Production,Specialized Skill,False,5,0,3,2
12393,OSHA Certification,,,Certification,False,2,1,0,0
12394,OSI Models,General Networking,Information Technology,Specialized Skill,True,120,8,22,49
12395,OSIsoft,Data Management,Information Technology,Specialized Skill,True,18,1,7,8
12396,OTC (Over-The-Counter) Derivatives,Financial Trading,Finance,Specialized Skill,False,212,33,28,55
12397,OTN,Network Protocols,Information Technology,Specialized Skill,False,7,2,2,3
12398,Oasys GSA,,,Specialized Skill,True,1,1,0,0
12399,Object Detection,Image Analysis,Analysis,Specialized Skill,False,45,5,8,12
12400,Object Linking And Embedding - Database (OLE DB),Application Programming Interface (API),Information Technology,Specialized Skill,True,4,0,1,3
12401,Object Model,Software Development,Information Technology,Specialized Skill,False,71,2,31,12
12402,Object Oriented CSS,Web Design and Development,Information Technology,Specialized Skill,False,13,0,5,0
12403,Object Oriented Modeling And Design,Software Development,Information Technology,Specialized Skill,False,5,0,0,4
12404,Object Oriented Programming And Systems,Software Development,Information Technology,Specialized Skill,False,72,7,26,2
12405,Object Oriented Programming Language,Software Development,Information Technology,Specialized Skill,True,87,3,58,16
12406,Object Pascal,Other Programming Languages,Information Technology,Specialized Skill,True,16,0,13,2
12407,Object Recognition,Image Analysis,Analysis,Specialized Skill,False,15,0,2,7
12408,Object Storage,Data Storage,Information Technology,Specialized Skill,False,32,3,13,10
12409,Object-Oriented Analysis And Design,Software Development,Information Technology,Specialized Skill,False,88,0,61,16
12410,Object-Oriented Design,Software Development,Information Technology,Specialized Skill,False,599,12,454,55
12411,Object-Oriented JavaScript,JavaScript and jQuery,Information Technology,Specialized Skill,True,19,2,8,0
12412,Object-Oriented Programming (OOP),Software Development,Information Technology,Specialized Skill,False,2462,51,1618,225
12413,Object-Relational Database,Databases,Information Technology,Specialized Skill,False,7,0,3,3
12414,Object-Relational Mapping,Computer Science,Information Technology,Specialized Skill,False,362,5,258,20
12415,Objective Function,Artificial Intelligence and Machine Learning (AI/ML),Information Technology,Specialized Skill,False,1,0,0,1
12416,Objective Setting,Business Leadership,Business,Specialized Skill,False,769,123,45,99
12417,Objective-C (Programming Language),C and C++,Information Technology,Specialized Skill,True,424,6,348,29
12418,Oboe,Music,"Performing Arts, Sports, and Recreation",Specialized Skill,False,2,0,0,0
12419,Observational Techniques,Social Studies,"Economics, Policy, and Social Studies",Specialized Skill,False,54,2,10,12
12420,Obsolescence Management,Logistics,"Transportation, Supply Chain, and Logistics",Specialized Skill,False,87,32,15,16
12421,Obstacle Avoidance,Robotics,Engineering,Specialized Skill,False,4,1,2,1
12422,Obstetrics And Gynaecology,Obstetrics and Gynecology (OBGYN),Health Care,Specialized Skill,False,1057,27,20,5
12423,Obstructive Sleep Apnea,Pulmonology,Health Care,Specialized Skill,False,1,0,0,0
12424,Ocaml (Programming Language),Other Programming Languages,Information Technology,Specialized Skill,True,17,2,11,1
12425,Occupational Diseases,Occupational Health and Safety,"Law, Regulation, and Compliance",Specialized Skill,False,47,1,24,2
12426,Occupational Health,Public Health and Disease Prevention,Health Care,Specialized Skill,False,325,29,115,39
12427,Occupational Health And Safety Management System (OHSAS),Occupational Health and Safety,"Law, Regulation, and Compliance",Specialized Skill,False,52,8,23,9
12428,Occupational Health Nursing,Public Health and Disease Prevention,Health Care,Specialized Skill,False,132,2,12,2
12429,Occupational Hearing Conservation,Occupational Health and Safety,"Law, Regulation, and Compliance",Specialized Skill,False,12,3,1,2
12430,Occupational Hygiene,Occupational Health and Safety,"Law, Regulation, and Compliance",Specialized Skill,False,132,17,73,15
12431,Occupational Injuries,Occupational Health and Safety,"Law, Regulation, and Compliance",Specialized Skill,False,7,1,3,0
12432,Occupational Medicine,Occupational Health and Safety,"Law, Regulation, and Compliance",Specialized Skill,False,27,1,3,1
12433,Occupational Safety And Health,Occupational Health and Safety,"Law, Regulation, and Compliance",Specialized Skill,False,2587,440,741,247
12434,Occupational Safety and Health Administration (OSHA),Occupational Health and Safety,"Law, Regulation, and Compliance",Specialized Skill,False,76,21,25,7
12435,Occupational Therapist Registered,,,Certification,False,5,0,0,0
12436,Occupational Therapy,Physical Therapy,Health Care,Specialized Skill,False,4962,35,59,220
12437,Ocean Acidification,Earth and Space Science,Science and Research,Specialized Skill,False,1,0,0,0
12438,Ocean Currents,Earth and Space Science,Science and Research,Specialized Skill,False,3,0,1,2
12439,Ocean Modeling,Earth and Space Science,Science and Research,Specialized Skill,False,2,1,1,0
12440,Oceanography,Earth and Space Science,Science and Research,Specialized Skill,False,26,6,6,5
12441,Ocmock,Software Quality Assurance,Information Technology,Specialized Skill,False,1,0,1,0
12442,Octane Render,Animation and Game Design,Design,Specialized Skill,False,2,0,0,0
12443,Octave,Software Development Tools,Information Technology,Specialized Skill,False,11,3,2,2
12444,Octopus Deploy,IT Automation,Information Technology,Specialized Skill,True,225,10,156,30
12445,Ocular Pathology,Eye Care,Health Care,Specialized Skill,False,1,0,0,1
12446,Oculoplastics,Eye Care,Health Care,Specialized Skill,False,35,2,0,0
12447,Oculus,Augmented and Virtual Reality (AR/VR),Information Technology,Specialized Skill,True,19,1,5,1
12448,Odometry,Robotics,Engineering,Specialized Skill,False,1,0,0,1
12449,Odor Control,General Repairs and Maintenance,"Maintenance, Repair, and Facility Services",Specialized Skill,False,19,13,0,2
12450,Off-Pump Coronary Artery Bypass,Cardiology,Health Care,Specialized Skill,False,2,0,1,0
12451,Offensive Security,Cybersecurity,Information Technology,Specialized Skill,False,61,0,3,10
12452,Offensive Security Certified Professional,,,Certification,False,171,4,4,28
12453,Offensive Security Wireless Professional,,,Certification,False,3,0,1,1
12454,Office 365 Admin Center,Technical Support and Services,Information Technology,Specialized Skill,True,7,0,1,1
12455,Office 365 Administration,Office and Productivity Equipment and Technology,Administration,Specialized Skill,False,187,12,12,41
12456,Office 365 Exchange Online,Office and Productivity Equipment and Technology,Administration,Specialized Skill,True,447,51,48,162
12457,Office Administration,Office Management,Administration,Specialized Skill,False,2776,133,209,134
12458,Office Automation,Office Management,Administration,Specialized Skill,False,76,5,5,14
12459,Office Equipment,Office and Productivity Equipment and Technology,Administration,Specialized Skill,False,943,66,87,67
12460,Office Management,Office Management,Administration,Specialized Skill,False,4345,204,163,194
12461,Office Management Software,Office Management,Administration,Specialized Skill,True,18,2,0,3
12462,Office Of Foreign Assets Controls,Regulation and Legal Compliance,"Law, Regulation, and Compliance",Specialized Skill,False,57,2,1,27
